plu;kd_brg;tipe;nm_brg;mobil ;nm_grup;kms1;isi;h_beli;h_jual1;foto;merk
1006578;UR;YA        ;SPRING BRAKE SHOE PAD 66351-50141;;SPRING BRAKE        ;PCS       ;1;23000;95000;;JAC                                                                                                 
1006579;;YA;RING BAUT KECIL;;RING                ;PCS ;1;0;5000;;                                                         
1006580;DL;YA        ;SPRING BRAKE SHOE PAD 47450-1300;;SPRING BRAKE        ;PCS       ;1;40000;95000;;AUTO SPRING                                                                                         
1006581;TD;YA        ;PER SEPATU REM 1644-41950;;PER                 ;PCS       ;1;64000;135000;;WAKASA                                                                                              
1006583;;YA        ;PER KAMPAS REM;;PER                 ;PCS       ;1;0;75000;;TAYKIUN                                                                                             
1006584;;YA;SPRING BRAKE SHOE PAD 66320-40066;;SPRING BRAKE        ;PCS ;1;0;45000;;
1006585;UL;YA        ;SPRING 8-97022087-0;;SPRING BRAKE        ;PCS       ;1;20000;75000;;ISUZU                                                                                               
1006586;KI;YA        ;SPRING BRAKE SHOE 66352-50141;;SPRING BRAKE        ;PCS       ;1;15000;75000;;JAC                                                                                                 
1006587;;YA;PER KAMPAS REM MC-112235;;PER                 ;PCS ;1;0;35000;;TAYKIUN                                                  
1006588;KE;YA        ;SPRING BRAKE SHOE 587081-150-0;;SPRING BRAKE        ;PCS       ;1;17000;95000;;AUTO SPRING                                                                                         
1006589;;YA;SPRING BRAKE SHOE 66357-50119;;SPRING BRAKE        ;PCS ;1;0;45000;;                                                         
1006590;;YA;PIN KIT BRAKE SHOE 04800-40060;;SPRING BRAKE        ;PCS ;1;0;35000;;
1006591;G;YA        ;SPRING BRAKE SHOE 6657-50113;;SPRING BRAKE        ;PCS       ;1;8000;55000;;JAC                                                                                                 
1006592;EI;YA        ;SPRING 1640-41952;;SPRING BRAKE        ;PCS       ;1;75000;150000;;WAKASA                                                                                              
1006593;;YA;PER KAMPAS;;PER                 ;PCS ;1;75000;150000;;WAKASA                                                   
1006594;;YA;SETEMPET TRAINE EMBER;;STEMPET PELUMAS     ;PCS ;1;330000;578000;;TRAINE                                                   
1006595;RUI;YA        ;TANGKAI SPION NMR 71 LH 18-98070509-A;;SEPION              ;PCS       ;1;325000;570000;;                                                                                                    
1006596;RUI;YA        ;TANGKAI SPION 18-98038224-A NMR 71 RH;;SEPION              ;PCS       ;1;325000;570000;;                                                                                                    
1006597;;YA        ;SELANG TURBO CANTER ME 41372;;SELANG              ;PCS       ;1;46546;155000;;                                                                                                    
1006598;;YA;SEAL DINAMO AMPER;;SEAL DINAMO;PCS ;1;456;175000;;
1006599;RAK;YA        ;PER DAUN DEPAN RAGASA K0040-01;;PER                 ;PCS       ;1;391000;695000;;INDOSPRING                                                                                          
1006600;EGK;YA        ;PER DAUN 1Z0046-1;;PER                 ;PCS       ;1;781000;1125000;;INDOSPRING                                                                                          
1006601;DEI;YA        ;PER DAUN T0052-01;;PER                 ;PCS       ;1;475000;825000;;INDOSPRING                                                                                          
1006602;DDG;YA        ;PER DAUN T0051-01;;PER                 ;PCS       ;1;448000;785000;;INDOSPRING                                                                                          
1006603;IDA;YA        ;PER BABON 1Z0040-01;;PER                 ;PCS       ;1;549000;950000;;INDOSPRING                                                                                          
1006604;KIIE;YA        ;AS RODA CANTER;;AS RODA             ;PCS       ;1;1557000;2775000;D:\AS RODA.JPG;TIGA BERLIAN                                                                                        
1006605;;YA        ;AS RODA ENGKEL;;AS RODA             ;PCS       ;1;0;1185000;D:\AS RODA.JPG;BUSTAMI KUSUMA                                                                                      
1006606;;YA        ;AS RODA ELF;;AS RODA             ;PCS       ;1;0;1100000;D:\AS RODA.JPG;BUSTAMI KUSUMA                                                                                      
1006607;;YA        ;AS RODA OKAYAMA;;AS RODA             ;PCS       ;1;0;1550000;D:\AS RODA.JPG;OKAYAMA                                                                                             
1006608;;YA        ;B/R NISSAN LH BELAKANG;;BAUT RODA           ;PCS       ;1;40000;90000;;HWC                                                                                                 
1006609;DL;YA        ;NUT FRONT ONLY 90178-28001;;MUR                 ;PCS       ;1;40000;75000;;OHK                                                                                                 
1006610;DII;YA        ;HAND BRAKE MK599571;;HAND BRAKE          ;PCS       ;1;455000;575000;;MITSUBISHI MOTORS                                                                                   
1006611;KRI;YA        ;CABLE ASSY REAR MB162513;;SELANG              ;PCS       ;1;135000;285000;;FUSO                                                                                                
1006612;TG;YA        ;ACCELATOR CABLE MC 421324;;SELANG              ;PCS       ;1;68000;195000;;NSM                                                                                                 
1006613;UEI;YA        ;CONTROL CABLE MC419260A;;SELANG              ;PCS       ;1;275000;450000;;KJLEX                                                                                               
1006614;;YA;KABEL REM 54P-F6301-01;;SELANG              ;PCS ;1;0;165000;;YAMAHA                                                   
1006615;GI;YA        ;CONTROL CABLE 78504-E0010;;SELANG              ;PCS       ;1;85000;225000;;KJLEX                                                                                               
1006616;UEI;YA        ;TRANS CABLE 33820-0W012;;SELANG              ;PCS       ;1;275000;450000;;TOKYO SIBAKO                                                                                        
1006617;;YA;ACCELERATOR CABLE MC427073C;;SELANG              ;PCS ;1;0;225000;;KJLEX                                                    
1006618;KDL;YA        ;HAND BRAKE CABLE MK417312;;SELANG              ;PCS       ;1;140000;275000;;TIGA BERLIAN                                                                                        
1006619;KLI;YA        ;CONTROL CABLE 78015-5450A;;SELANG              ;PCS       ;1;105000;250000;;KJLEX                                                                                               
1006620;UEL;YA        ;CABLE SELECT CONTROL 8-97351821-A;;SELANG              ;PCS       ;1;270000;495000;;ISUZU                                                                                               
1006621;RLL;YA        ;CABLE ASM 17-85202-210-A;;SELANG              ;PCS       ;1;300000;450000;;ISUZU                                                                                               
1006622;KLT;YA        ;KABEL REM CH93003;;SELANG              ;PCS       ;1;106000;185000;;LUCRATER                                                                                            
1006623;KDL;YA        ;KABEL KOPLING CC 49003;;SELANG              ;PCS       ;1;140000;225000;;LUCRATER                                                                                            
1006624;UKT;YA        ;KABEL TRANMISI G33001;;SELANG              ;PCS       ;1;216000;350000;;LUCRATER                                                                                            
1006625;;YA;995-00062;;SELANG              ;PCS ;1;0;550000;;RCN                                                      
1006626;KLI;YA        ;CABLE ACCELERATOR 17-59100-201-A;;SELANG              ;PCS       ;1;105000;245000;;ISUZU                                                                                               
1006627;;YA;KABEL PTO 300MM;;SELANG              ;PCS ;1;0;185000;;                                                         
1006628;KUL;YA        ;KABEL REM CH33002;;SELANG              ;PCS       ;1;120000;215000;;LUCRATEC                                                                                            
1006629;TL;YA        ;KABEL REM TANGAN MIDDLE;;SELANG              ;PCS       ;1;60000;135000;;LUCRATER                                                                                            
1006630;;YA        ;GAGANG SEPION DUTRO LH DT 100;;GAGANG              ;PCS       ;1;0;250000;;SPECIA                                                                                              
1006631;U;YA        ;RING SOLAR 14IN ATUM;;RING                ;PCS       ;1;2000;5000;;JENHAN                                                                                              
1006632;R;YA        ;AMPLAS HALUS C1000CC;;AMPLAS              ;PCS       ;1;2500;10000;D:\AMPLAS.JPG;ECOHAND                                                                                             
1006633;KUL;YA        ;GAGANG SPION TAMBAHAN LOHAN;;GAGANG              ;PCS       ;1;120000;195000;;                                                                                                    
1006634;AU;YA        ;SPION 6423;;SEPION              ;PCS       ;1;92000;165000;;EMGI                                                                                                
1006635;RL;YA        ;CLUTCH HOSE MC-113110 09041-50447;;SELANG              ;PCS       ;1;30000;95000;;JAC                                                                                                 
1006636;II;YA        ;B/R HINO LOHAN BLK SURI LH MITSUDA;;BAUT RODA           ;PCS       ;1;52500;95000;;MITSUDA                                                                                             
1006637;KLI;YA        ;TALANG AIR FUSO FIGHTER;;TALANG AIR          ;PCS       ;1;105000;180000;;SEIKI                                                                                               
1006638;KKL;YA        ;TALANG AIR NMR 71;;TALANG AIR          ;PCS       ;1;110000;195000;;                                                                                                    
1006639;;YA;TALANG AIR L300;;TALANG AIR          ;PCS ;1;0;0;;JET SPEED                                                
1006640;AL;YA        ;TALANG AIR ISUZU ELF;;TALANG AIR          ;PCS       ;1;90000;150000;;SUNRISE                                                                                             
1006641;IL;YA        ;SELANG RADIATOR 8-97128-673-0;;SELANG              ;PCS       ;1;50000;125000;;WSP                                                                                                 
1006642;TI;YA        ;SELANG TURBO HINO DUTRO NO1;;SELANG              ;PCS       ;1;65000;150000;;GNS                                                                                                 
1006643;RI;YA        ;SELANG RADIATOR PS 100 BAWAH;;SELANG              ;PCS       ;1;35000;115000;;GNS                                                                                                 
1006644;RI;YA        ;SELANG RADIATOR PS120 ATAS;;SELANG              ;PCS       ;1;35000;125000;;GNS                                                                                                 
1006645;;YA        ;SELANG RADIATOR FUSO FM 215 ATAS;;SELANG              ;PCS       ;1;0;165000;;GNS                                                                                                 
1006646;DI;YA        ;SELANG TURBO HINO DUTRO NO2;;SELANG              ;PCS       ;1;45000;125000;;GNS                                                                                                 
1006647;RG;YA        ;SELANG TURBO 8-97217-911-2;;SELANG              ;PCS       ;1;38000;75000;;DD                                                                                                  
1006648;RI;YA        ;SELANG RADIATOR MB-110271;;SELANG              ;PCS       ;1;35000;125000;;WSP                                                                                                 
1006649;;YA;SELANG BAWAH 90916-01058;;SELANG              ;PCS ;1;0;0;;                                                         
1006650;RI;YA        ;SELANG RADIATOR PS CANTER BAWAH;;SELANG              ;PCS       ;1;35000;125000;;GNS                                                                                                 
1006651;;YA;SELANG BAWAH 16571-56020;;SELANG              ;PCS ;1;0;0;;                                                         
1006652;;YA;SELANG TENGAH 90916-01065;;SELANG              ;PCS ;1;0;125000;;                                                         
1006653;RI;YA        ;SELANG UDARA PS-CANTER POLOS;;SELANG              ;PCS       ;1;35000;125000;;GNS                                                                                                 
1006654;TI;YA        ;SELANG RADIATOR HINO DUTRO L30 BAWAH;;SELANG              ;PCS       ;1;65000;225000;;                                                                                                    
1006655;;YA;16571-15100;;SELANG              ;PCS ;1;0;125000;;                                                         
1006656;DR;YA        ;ENGINE MAUNTING 16-94111903-1 RR;;ENGINE              ;PCS       ;1;43000;95000;;ISUZU                                                                                               
1006657;;YA;MB-110270;;SELANG              ;PCS ;1;0;0;;                                                         
1006658;TI;YA        ;SELANG UDARA RAGASA PENDEK KW-1;;SELANG              ;PCS       ;1;65000;225000;;GNS                                                                                                 
1006659;;YA;SELANG RADIATOR PS120 BAWAH;;SELANG              ;PCS ;1;0;0;;GNS                                                      
1006660;KUL;YA        ;ENGINE MOUNTING 16-97122893-1;;ENGINE              ;PCS       ;1;120000;215000;;ISUZU                                                                                               
1006661;KUL;YA        ;ENGINE MOUNTING 16-97122895-1;;ENGINE              ;PCS       ;1;120000;215000;;ISUZU                                                                                               
1006662;;YA;RODEND TIE ROD 16-97222510-0;;TIE ROD             ;PCS ;1;0;0;;ISUZU                                                    
1006663;;YA;ENGINE MOUNTIING FUTURA;;ENGINE              ;PCS ;1;0;125000;;                                                         
1006664;;YA;STOP BAK BELAKANG L300;;STOP BAK            ;PCS ;1;0;15000;;                                                         
1006665;;YA;STOPPER DEPAN L300;;STOPPER             ;PCS ;1;0;75000;;                                                         
1006666;TI;YA        ;KARET BANTALAN PER;;BANTALAN PER        ;PCS       ;2;65000;150000;;                                                                                                    
1006667;;YA;BANTALAN DEPAN ME-185374 KANAN;;BANTALAN PER        ;PCS ;1;0;75000;;TAYKIUN                                                  
1006668;KDI;YA        ;SIL PINION LOHAN DEPAN AH3942-F0;;SIL RODA DALAM BLK  ;PCS       ;1;145000;250000;;CORTECO                                                                                             
1006669;;YA;AIR SIR GALON 15L;;AIR AKI             ;PCS ;1;100000;150000;;                                                         
1006670;;YA;AIR SIR GALON 5L;;AIR AKI             ;PCS ;1;28000;75000;;CAHAYA                                                   
1006671;EI;YA        ;C/M KIT LOHAN 3/4 80831-2;;MASTER KOPLING ATAS ;PCS       ;1;75000;190000;;SEIKEN                                                                                              
1006672;;YA;BANTALAN DEPAN ME-185373 KIRI;;BANTALAN PER        ;PCS ;1;0;75000;;TAYKIUN                                                  
1006673;;YA;SELANG RADIATOR MITS PS BAWAH;;SELANG              ;PCS ;1;0;125000;;GNS                                                      
1006674;;YA;KARET ABU WORM;;SELANG              ;PCS ;1;0;85000;;TOYOTA                                                   
1006675;;YA;KARET ABU WORM;;SELANG              ;PCS ;1;0;95000;;TOYOTA                                                   
1006676;;YA;SELANG RADIATOR NO2 16572-EW022;;SELANG              ;PCS ;1;0;525000;;TOYOTA                                                   
1006677;TI;YA        ;SELANG TURBO INTERCOOLER NO 1 KW 1;;SELANG              ;PCS       ;1;65000;185000;;GNS                                                                                                 
1006678;DAI;YA        ;BOOSTER KOPLING B-HKCL-002;;BOOSTER             ;PCS       ;1;495000;900000;;BIRKENS                                                                                             
1006679;;YA;SELANG RADIATOR 21504-20074 ATAS;;SELANG              ;PCS ;1;65000;175000;;SANJUAN                                                  
1006680;;YA;SELANG ME 400472 CANTER BAWAH;;SELANG              ;PCS ;1;35000;175000;;                                                         
1006681;EIG;YA        ;H-MUJ-083;;CROOS JOINT KOPEL   ;PCS       ;1;759000;1125000;;HEIKER                                                                                              
1006682;DL;YA        ;B/R NISSAN DEPAN RH;;BAUT RODA           ;PCS       ;1;40000;85000;;HWC                                                                                                 
1006683;DL;YA        ;B/R NISSAN DPN LH;;BAUT RODA           ;PCS       ;1;40000;85000;;HWC                                                                                                 
1006684;I;YA        ;RING SOLAR 18IN;;RING                ;PCS       ;1;5000;10000;;                                                                                                    
1006685;G;YA        ;RING SOLAR 20IN;;RING                ;PCS       ;1;7500;15000;;                                                                                                    
1006686;KL;YA        ;RING SOLAR 22IN;;RING                ;PCS       ;1;10000;20000;;                                                                                                    
1006687;KR;YA        ;RING SOLAR 24IN;;RING                ;PCS       ;1;12500;22000;;                                                                                                    
1006688;KI;YA        ;RING SOLAR 27IN;;RING                ;PCS       ;1;15000;25000;;                                                                                                    
1006689;KI;YA        ;RING SOLAR 30IN;;RING                ;PCS       ;1;15000;30000;;                                                                                                    
1006690;R;YA        ;RING SOLAR 16IN;;RING                ;PCS       ;1;2500;5000;;                                                                                                    
1006691;U;YA        ;RING SOLAR 12IN;;RING                ;PCS       ;1;2000;5000;;                                                                                                    
1006692;U;YA        ;RING SOLAR 8IN;;RING                ;PCS       ;1;1500;5000;;                                                                                                    
1006693;K;YA        ;RING SOLAR 6IN;;RING                ;PCS       ;1;1000;5000;;                                                                                                    
1006694;K;YA        ;O-RING 6X1 5MM;;RING                ;PCS       ;1;350;5000;;                                                                                                    
1006695;R;YA        ;RING SOLAR 10IN;;RING                ;PCS       ;1;2500;5000;;                                                                                                    
1006696;K;YA        ;O-RING 6,5X1 5MM;;RING                ;PCS       ;1;350;5000;;                                                                                                    
1006697;K;YA        ;O-RING 7X1 5MM;;RING                ;PCS       ;1;350;5000;;                                                                                                    
1006698;K;YA        ;O-RING 8X1 5MM;;RING                ;PCS       ;1;350;5000;;                                                                                                    
1006699;D;YA        ;O-RING 17X2 4MM;;RING                ;PCS       ;1;3500;10000;;                                                                                                    
1006700;K;YA        ;O-RING 9X1 5MM;;RING                ;PCS       ;1;350;5000;;                                                                                                    
1006701;K;YA        ;O-RING 10X1 5MM;;RING                ;PCS       ;1;350;5000;;                                                                                                    
1006702;K;YA        ;O-RING 11X1 5MM;;RING                ;PCS       ;1;350;5000;;                                                                                                    
1006703;K;YA        ;O-RING 12X1 5MM;;RING                ;PCS       ;1;350;5000;;                                                                                                    
1006704;D;YA        ;O-RING 13X1 5MM;;RING                ;PCS       ;1;3500;10000;;                                                                                                    
1006705;D;YA        ;O-RING 14X1 5MM;;RING                ;PCS       ;1;3500;10000;;                                                                                                    
1006706;D;YA        ;O-RING 15X1 5MM;;RING                ;PCS       ;1;3500;10000;;                                                                                                    
1006707;D;YA        ;O-RING 16X1 5MM;;RING                ;PCS       ;1;3500;10000;;                                                                                                    
1006708;D;YA        ;O-RING 18X2 4MM;;RING                ;PCS       ;1;3500;10000;;                                                                                                    
1006709;D;YA        ;O-RING 19X2 4MM;;RING                ;PCS       ;1;3500;10000;;                                                                                                    
1006710;D;YA        ;O-RING 20X2 4MM;;RING                ;PCS       ;1;3500;10000;;                                                                                                    
1006711;I;YA        ;O-RING 21X2 4MM;;RING                ;PCS       ;1;5000;15000;;                                                                                                    
1006712;I;YA        ;O-RING 22X2 4MM;;RING                ;PCS       ;1;5000;15000;;                                                                                                    
1006713;I;YA        ;O-RING 23X2 4MM;;RING                ;PCS       ;1;5000;15000;;                                                                                                    
1006714;I;YA        ;O-RING 24X2 4MM;;RING                ;PCS       ;1;5000;15000;;                                                                                                    
1006715;I;YA        ;O-RING 25X3 1MM;;RING                ;PCS       ;1;5000;15000;;                                                                                                    
1006716;I;YA        ;O-RING 26X3 1MM;;RING                ;PCS       ;1;5000;15000;;                                                                                                    
1006717;I;YA        ;O-RING 27X3 1MM;;RING                ;PCS       ;1;5000;15000;;                                                                                                    
1006718;I;YA        ;O-RING 28X3 1MM;;RING                ;PCS       ;1;5000;15000;;                                                                                                    
1006719;GD;YA        ;BALL JOINT ATAS SB-3881 TYPE A;;BALL JOINT          ;PCS       ;1;83300;175000;D:\BALL JOINT ATAS SB-3881 TYPE A.JPEG;555
1006720;GD;YA        ;BALL JOINT BAWAH SB-T082 TYPE A;;BALL JOINT          ;PCS       ;1;83300;175000;D:\BALL JOINT BAWAH SB-T082 TYPE A.JPG;555
1006721;GD;YA        ;BALL JOINT ATAS SB-2381 TYPE A;;BALL JOINT          ;PCS       ;1;83300;175000;D:\BALL JOINT ATAS SB-2381 TYPE A.JPEG;555
1006722;IT;YA        ;BALL JOINT BAWAH SB-S012 TYPE A;;BALL JOINT          ;PCS       ;1;56350;150000;D:\BALL JOINT BAWAH SB-S012 TYPE A.JPG;555
1006723;GD;YA        ;BALL JOINT ATAS SB-5143 TYPE A;;BALL JOINT          ;PCS       ;1;83300;175000;D:\BALL JOINT ATAS SB-5143 TYPE A.JPG;555
1006724;GD;YA        ;BALL JOINT ATAS SB-7151 TYPE A;;BALL JOINT          ;PCS       ;1;83300;175000;D:\BALL JOINT ATAS SB-7151 TYPE A.JPEG;555
1006725;I;YA        ;SAKLAR ON-OFF;;SAKLAR              ;PCS       ;1;5000;25000;;                                                                                                    
1006726;KIL;YA        ;MAGNETIC VALVE FUSO VF-135;;BRIK                ;PCS       ;1;150000;265000;;KBJ                                                                                                 
1006727;I;YA        ;RING KNALPOT;;RING                ;PCS       ;1;4500;25000;;                                                                                                    
1006728;;YA;LEM GASKET RTV SILICONE;;LEM                 ;PCS ;1;13000;35000;;DERFOE                                                   
1006729;;YA;RUMAH PISTON 642-22403;;MASTER KOPLING ATAS ;PCS ;1;100000;250000;;KBJ                                                      
1006730;RG;YA        ;B/R HINO 500 DEPAN L/R;;BAUT RODA           ;PCS       ;1;37500;85000;;ACT                                                                                                 
1006731;KR;YA        ;OLI MESIN JUMBO SAE 40;;OLI DRUM            ;01-Feb;1;12250;25000;;JUMBO                                                                                               
1006732;;YA        ;SIKRING BUJEL 10A NO2;;SIKRING             ;PCS       ;1;1500;5000;;                                                                                                    
1006733;;YA        ;MIDLLE HOSE 90916-1065;;SELANG              ;PCS       ;1;0;125000;;                                                                                                    
1006734;;YA;SELANG TURBO NO1 17341-E0210;;SELANG              ;PCS ;1;0;175000;;                                                         
1006735;;YA;SELANG TURBO HINO DUTRO NO3 125/130;;SELANG              ;PCS ;1;65000;175000;;GNS                                                      
1006736;RI;YA        ;SELANG RADIATOR FUSO FM 215 BAWAH;;SELANG              ;PCS       ;1;35000;125000;;GNS                                                                                                 
1006737;RL;YA        ;SELANG UDARA PS 100 PANJANG;;SELANG              ;PCS       ;1;30000;150000;;GNS                                                                                                 
1006738;RI;YA        ;SELANG INTERCOLLER NO4;;SELANG              ;PCS       ;1;35000;125000;;GNS                                                                                                 
1006739;RI;YA        ;SELANG RADIATOR MC-410501 BAWAH;;SELANG              ;PCS       ;1;35000;125000;;SJ                                                                                                  
1006740;;YA;SELANG RADIATOR HINO LOHAN BAWAH;;SELANG              ;PCS ;1;0;675000;;GNS                                                      
1006741;UK;YA        ;SELANG SOLAR STAIN L 35.5CM;;SELANG              ;PCS       ;1;21000;45000;;SINWILONG                                                                                           
1006742;TEI;YA        ;B-IBM-S01;;HYDRAULK BRAKE      ;PCS       ;1;675000;1125000;;BIRKENS                                                                                             
1006743;DLL;YA        ;B/M ASSY 8.98127-461-3 1 1/8 NMR 71;;HYDRAULK BRAKE      ;PCS       ;1;400000;950000;;KITANO                                                                                              
1006744;UKI;YA        ;18-97695479-A KABEL GAS NMR;;KABEL MASA          ;PCS       ;1;215000;375000;;ISUZU                                                                                               
1006745;IR;YA        ;SELANG SOLAR 06150-95018;;SELANG              ;PCS       ;1;52500;125000;;WAKASA                                                                                              
1006746;IG;YA        ;SELANG SOLAR 06150-95022;;SELANG              ;PCS       ;1;57500;135000;;WAKASA                                                                                              
1006747;TL;YA        ;SHELL ADVANCE 4T AX7 1L SCOOTER 10W-40;;OMB                 ;PCS       ;1;59362;75000;;SHEEL HELIX                                                                                         
1006748;EI;YA        ;MINYAK REM PRESTONE RED 1L;;MINYAK REM          ;PCS       ;1;75000;95000;;PRESTONE                                                                                            
1006749;R;YA        ;SEAL ABU LOHAN ENGKEL;;SIL ABU             ;PCS       ;1;2500;5000;;                                                                                                    
1006750;;YA;DINAMO AMPER CANTER;;DINAMO              ;PCS ;1;1400000;2750000;;
1006751;;YA;RING 10;;BAUT                ;PCS ;1;1000;1000;;
1006752;;YA;B/R FUSO DEPAN KANAN;;BAUT RODA           ;PCS ;1;0;85000;;HEIKER                                                   
1006753;;YA;B/R VOLVO DEPAN RH;;BAUT RODA           ;PCS ;1;0;85000;;IBK                                                      
1006754;;YA;B/R VOLVO BELAKANG RH;;BAUT RODA           ;PCS ;1;0;95000;;BON                                                      
1006755;;YA;B/R HINO DEPAN KUPING 2 LH;;BAUT RODA           ;PCS ;1;0;85000;;BON                                                      
1006756;;YA;B/R HINO DEPAN KUPING 2 RH;;BAUT RODA           ;PCS ;1;0;85000;;BON                                                      
1006757;;YA;B/R HINO DEPAN KUPING 2 KANAN;;BAUT RODA           ;PCS ;1;0;85000;;HWC                                                      
1006758;;YA;B/R HINO BLK KUPING 2 KIRI;;BAUT RODA           ;PCS ;1;0;85000;;BON                                                      
1006759;;YA;B/R HINO BLK KUPING 2 KANAN;;BAUT RODA           ;PCS ;1;0;85000;;BON                                                      
1006760;;YA;B/R HINO BLK KUPING 2 KANAN;;BAUT RODA           ;PCS ;1;0;55000;;MITSUDA                                                  
1006761;;YA;B/R HINO BLK KUPING 1 KANAN;;BAUT RODA           ;PCS ;1;0;85000;;BON                                                      
1006762;;YA;B/R HINO DEPAN KUPING 1 KIRI;;BAUT RODA           ;PCS ;1;0;85000;;BON                                                      
1006763;;YA;BOS STIR ASLI 48750-85001;;BOS STANG           ;PCS ;1;340000;750000;;
1006764;EI;YA        ;KARET STIR ATAS 48381-51041;;KLEP                ;PCS       ;1;75000;150000;;                                                                                                    
1006765;;YA;B/R HINO DEPAN KUPING 1 KIRI;;BAUT RODA           ;PCS ;1;0;85000;;MITSUDA                                                  
1006766;;YA;B/R HINO DEPAN KUPING 1 RH;;BAUT RODA           ;PCS ;1;0;85000;;MITSUDA                                                  
1006767;;YA        ;B/R HINO DEPAN KUPING 1 RH;;BAUT RODA           ;PCS       ;1;0;85000;;BON                                                                                                 
1006768;;YA        ;B/R RINO DUTRO BLK LH TANEM;;BAUT RODA           ;PCS       ;1;0;90000;;HEIKER                                                                                              
1006769;;YA;B/R RINO DUTRO BLK RH TANEM;;BAUT RODA           ;PCS ;1;0;95000;;MITSUDA                                                  
1006770;;YA;B/R RINO DUTRO BLK RH TANEM;;BAUT RODA           ;PCS ;1;35000;75000;;PROTECT                                                  
1006771;URI;YA        ;DRAGLINK CANTER;;DRAGLING            ;PCS       ;1;235000;450000;;                                                                                                    
1006772;II;YA        ;SEAL POWER STERING NAP5442-A0;;BAUT RODA           ;PCS       ;1;55000;175000;;NACTEC                                                                                              
1006773;DI;YA        ;SAFETY VALVE MC820238;;OTOMATIS ANGIN      ;PCS       ;1;45000;125000;;UTM                                                                                                 
1006774;RE;YA        ;B/R RINO DUTRO DEPAN RH;;BAUT RODA           ;PCS       ;1;37000;85000;;MITSUDA                                                                                             
1006775;;YA;B/R RINO DUTRO DEPAN RH;;BAUT RODA           ;PCS ;1;27000;75000;;HUB BOLT                                                 
1006776;;YA;B/R RINO DUTRO DEPAN RH;;BAUT RODA           ;PCS ;1;42500;85000;;HEIKER                                                   
1006777;;YA        ;B/R RINO DUTRO DEPAN LH;;BAUT RODA           ;PCS       ;1;0;75000;;HUB BOLT                                                                                            
1006778;;YA        ;B/R RINO DUTRO DEPAN LH;;BAUT RODA           ;PCS       ;1;0;85000;;HEIKER                                                                                              
1006779;;YA        ;B/R RINO DUTRO BLK KANAN;;BAUT RODA           ;PCS       ;1;42000;85000;;HEIKER                                                                                              
1006780;;YA        ;B/R RINO DUTRO DPN RH TANEM;;BAUT RODA           ;PCS       ;1;0;85000;;MITSUDA                                                                                             
1006781;;YA        ;B/R RINO DUTRO DPN LH TANEM;;BAUT RODA           ;PCS       ;1;0;85000;;IBK                                                                                                 
1006782;;YA        ;B/R RINO DUTRO DPN LH TANEM;;BAUT RODA           ;PCS       ;1;0;85000;;MITSUDA                                                                                             
1006783;;YA        ;B/R CANTER LOB 6 DPN RH;;BAUT RODA           ;PCS       ;1;0;85000;;HEIKER                                                                                              
1006784;;YA        ;B/R CANTER LOB 6 DPN LH;;BAUT RODA           ;PCS       ;1;0;85000;;HEIKER                                                                                              
1006785;;YA        ;B/R CANTER LOB 5 BLK RH;;BAUT RODA           ;PCS       ;1;0;85000;;HWC                                                                                                 
1006786;;YA        ;B/R CANTER LOB 5 BLK RH;;BAUT RODA           ;PCS       ;1;0;85000;;HEIKER                                                                                              
1006787;;YA        ;B/R CANTER LOB 5 DPN RH;;BAUT RODA           ;PCS       ;1;0;75000;;IBK                                                                                                 
1006788;;YA        ;B/R CANTER LOB 5 DPN RH;;BAUT RODA           ;PCS       ;1;0;75000;;HEIKER                                                                                              
1006789;;YA        ;B/R CANTER LOB 5 DPN  LH;;BAUT RODA           ;PCS       ;1;0;75000;;HEIKER                                                                                              
1006790;DR;YA        ;B/R HINO JUMBO R/L;;BAUT RODA           ;PCS       ;1;42500;95000;;                                                                                                    
1006791;;YA;B/R HINO RK DEPAN;;BAUT RODA           ;PCS ;1;25000;65000;;                                                         
1006792;;YA;B/R RINO DUTRO BLK ENGKEL KIRI;;BAUT RODA           ;PCS ;1;29000;50000;;HEIKER                                                   
1006793;;YA;B/R NKR 66/71 BLK LH;;BAUT RODA           ;PCS ;1;50000;95000;;ISUZU                                                    
1006794;;YA        ;B/R NKR 66/71 DEPAN LH;;BAUT RODA           ;PCS       ;1;0;95000;;ISUZU                                                                                               
1006795;;YA        ;B/R NKR 66/71 DEPAN RH;;BAUT RODA           ;PCS       ;1;0;95000;;IBK                                                                                                 
1006796;;YA;B/R NKR/NMR 71 LOB 6 DEPAN LH;;BAUT RODA           ;PCS ;1;42500;95000;;HEIKER                                                   
1006797;;YA;B/R FUWA BLK LOB 10;;BAUT RODA           ;PCS ;1;0;115000;;HUB BOLT                                                 
1006798;;YA;B/R HINO 500 DEPAN L/R;;BAUT RODA           ;PCS ;1;0;85000;;IBK                                                      
1006799;;YA;B/R PS100 ENGKEL D/B R/L;;BAUT RODA           ;PCS ;1;75000;115000;;TIGA BERLIAN                                             
1006800;;YA;B/R FUWA 14T/H109 BELAKANG;;BAUT RODA           ;PCS ;1;0;95000;;HWC                                                      
1006801;;YA;B/R FUWA LOB 10 BLK R/L;;BAUT RODA           ;PCS ;1;55000;125000;;                                                         
1006802;KU;YA        ;CAIRAN TUBLES 350ML;;AIR AKI             ;PCS       ;1;11880;25000;;PETROASIA                                                                                           
